id,energy,valence,danceability,acousticness,speechiness,liveness,instrumentalness,loudness,tempo
336,0.282,0.278,0.582,0.793,0.0316,0.0744,2.01e-06,-9.229,118.019
337,0.18,0.228,0.568,0.758,0.0284,0.111,6.17e-05,-11.707,112.033
338,0.271,0.686,0.71,0.658,0.0283,0.115,4.59e-06,-9.541,131.88
339,0.704,0.338,0.574,0.0931,0.0318,0.136,0.000281,-4.65,117.086
340,0.895,0.94,0.64,0.273,0.0316,0.247,0.0,-3.068,115.941
341,0.854,0.706,0.669,0.0653,0.0431,0.288,0.0,-5.899,120.035
342,0.358,0.432,0.615,0.705,0.0552,0.113,0.0,-9.694,146.06
343,0.619,0.739,0.415,0.946,0.123,0.799,2.75e-05,-7.624,77.009
344,0.895,0.592,0.565,0.194,0.04,0.101,0.0,-5.354,149.919
345,0.702,0.644,0.586,0.59,0.132,0.146,0.0,-4.418,177.598
346,0.604,0.341,0.564,0.0287,0.0549,0.108,4.74e-06,-5.055,113.091
347,0.359,0.346,0.543,0.651,0.0302,0.0981,0.0,-6.571,109.735
348,0.359,0.346,0.543,0.651,0.0302,0.0981,0.0,-6.571,109.735
349,0.359,0.346,0.543,0.651,0.0302,0.0981,0.0,-6.571,109.735
350,0.287,0.445,0.638,0.81,0.0412,0.0804,0.0,-11.174,128.025
351,0.46,0.259,0.515,0.891,0.0436,0.0874,0.14,-11.261,140.067
352,0.221,0.297,0.622,0.901,0.0583,0.107,0.0,-14.335,131.827
353,0.0353,0.362,0.44,0.99,0.0522,0.108,0.00312,-20.858,181.988
354,0.064,0.0647,0.457,0.941,0.0339,0.107,0.108,-19.928,147.824
355,0.821,0.661,0.649,0.0302,0.0313,0.0843,0.000141,-6.483,121.938
356,0.329,0.0919,0.495,0.652,0.0386,0.0606,7.61e-05,-11.661,72.992
357,0.615,0.746,0.71,0.0384,0.133,0.283,0.0,-8.23,90.263
358,0.204,0.525,0.69,0.932,0.0301,0.119,1.73e-06,-12.427,139.587
359,0.195,0.176,0.596,0.926,0.0264,0.139,0.0,-11.02,82.114
360,0.743,0.445,0.66,0.0329,0.0506,0.098,0.00136,-8.302,130.025
361,0.657,0.433,0.733,0.013,0.0272,0.317,6.73e-05,-6.843,109.954
362,0.296,0.611,0.589,0.842,0.083,0.0736,0.0,-9.335,165.799
363,0.377,0.551,0.686,0.638,0.0589,0.128,0.0,-9.59,92.042
364,0.338,0.495,0.659,0.842,0.0376,0.277,0.0,-10.367,145.877
365,0.83,0.871,0.732,0.201,0.0309,0.0802,3.04e-05,-6.63,111.664
366,0.202,0.457,0.522,0.918,0.0861,0.185,0.0,-13.38,147.992
367,0.698,0.155,0.565,0.54,0.0295,0.124,0.0183,-8.596,120.013
368,0.408,0.238,0.474,0.603,0.0332,0.104,2.77e-05,-11.42,143.881
369,0.244,0.29,0.543,0.864,0.0511,0.112,0.0,-8.062,126.341
370,0.644,0.549,0.672,0.795,0.236,0.146,0.0,-9.063,148.135
371,0.769,0.644,0.515,0.0456,0.031,0.0961,0.00436,-5.696,153.046
372,0.684,0.759,0.759,0.269,0.0315,0.13,0.0,-5.751,107.948
373,0.21,0.163,0.62,0.911,0.0274,0.108,2.22e-06,-9.633,98.558
374,0.254,0.0676,0.497,0.891,0.0341,0.122,0.0441,-11.716,110.864
375,0.603,0.516,0.644,0.306,0.0263,0.262,0.0,-5.83,113.413
376,0.254,0.248,0.45,0.827,0.0414,0.204,0.0,-9.873,92.644
377,0.3,0.264,0.548,0.757,0.0298,0.0851,9.28e-06,-12.71,135.902
378,0.507,0.153,0.521,0.0162,0.0319,0.148,4.43e-05,-7.007,108.168
379,0.842,0.693,0.587,0.278,0.0268,0.163,0.0,-6.04,97.013
380,0.324,0.181,0.543,0.452,0.0316,0.412,2.81e-05,-11.258,139.883
381,0.636,0.48,0.742,0.446,0.0331,0.0817,0.0,-6.744,95.002
382,0.402,0.313,0.707,0.677,0.0251,0.104,0.0,-9.773,94.99
383,0.308,0.187,0.52,0.776,0.0331,0.115,0.00285,-11.996,125.93
384,0.251,0.508,0.392,0.807,0.0363,0.0797,0.0,-9.845,204.961
385,0.296,0.212,0.531,0.84,0.0304,0.124,0.0,-7.594,106.359
386,0.608,0.315,0.681,0.62,0.0339,0.136,0.000425,-8.369,123.991
387,0.861,0.511,0.569,0.0425,0.0406,0.204,0.0,-4.547,77.983
388,0.296,0.65,0.707,0.283,0.078,0.0601,0.0,-11.633,88.006
389,0.0646,0.395,0.519,0.982,0.0433,0.105,3.84e-06,-18.898,121.696
390,0.705,0.621,0.608,0.078,0.0253,0.179,8.36e-05,-5.178,111.204
391,0.734,0.413,0.585,0.0334,0.032,0.0934,0.0,-5.365,117.84
392,0.89,0.425,0.527,0.00433,0.0665,0.118,0.0,-5.651,102.644
393,0.22,0.345,0.495,0.847,0.0355,0.0957,1.4e-06,-11.16,126.618
394,0.424,0.157,0.628,0.395,0.0416,0.106,4.28e-06,-8.539,99.696
395,0.666,0.372,0.639,0.271,0.0636,0.111,0.0,-7.775,98.384
396,0.624,0.462,0.245,0.11,0.0368,0.363,0.0,-5.606,162.586
397,0.526,0.334,0.387,0.244,0.0301,0.105,0.000386,-7.611,130.719
398,0.675,0.719,0.539,0.188,0.0709,0.198,0.0,-6.987,142.041
399,0.837,0.207,0.487,0.0133,0.0623,0.102,0.0,-5.865,160.025
400,0.24,0.487,0.529,0.938,0.037,0.0659,0.0,-9.066,131.266
401,0.289,0.415,0.666,0.641,0.0317,0.109,8.2e-06,-12.404,109.965
402,0.0318,0.148,0.451,0.983,0.0421,0.0989,0.0532,-19.933,123.985
403,0.208,0.105,0.359,0.943,0.036,0.0931,0.0,-10.567,83.155
404,0.237,0.163,0.403,0.906,0.0391,0.111,0.0,-10.001,144.174
405,0.111,0.247,0.693,0.937,0.0379,0.0858,1.47e-06,-12.356,110.813
406,0.819,0.878,0.598,0.00081,0.0911,0.218,0.0,-2.619,158.115
407,0.27,0.155,0.596,0.785,0.0265,0.0647,0.134,-11.486,100.006
408,0.334,0.208,0.589,0.832,0.029,0.133,0.0,-10.08,80.036
409,0.275,0.294,0.735,0.746,0.0304,0.131,0.0,-8.994,116.004
410,0.168,0.398,0.605,0.887,0.0496,0.12,0.0,-11.388,119.836
411,0.107,0.637,0.612,0.936,0.0302,0.109,0.0,-15.867,78.393
412,0.177,0.354,0.568,0.93,0.0374,0.0905,0.0,-11.277,103.822
413,0.0665,0.349,0.451,0.967,0.0516,0.109,1.06e-06,-13.862,64.289
414,0.0477,0.513,0.595,0.923,0.0662,0.0909,0.0,-14.672,118.162
415,0.11,0.32,0.307,0.733,0.0388,0.111,6.04e-06,-15.253,201.008
416,0.27,0.214,0.3,0.9,0.0371,0.1,4.47e-05,-14.397,144.589
417,0.191,0.274,0.731,0.735,0.122,0.131,0.671,-11.359,149.91
418,0.745,0.413,0.545,0.0452,0.0286,0.0907,0.0,-3.098,106.094
419,0.23,0.11,0.356,0.923,0.0519,0.112,0.801,-16.957,129.532
420,0.796,0.271,0.432,0.000153,0.0606,0.266,0.00209,-7.262,141.868
421,0.664,0.436,0.693,0.0309,0.0336,0.223,0.0,-5.852,132.059
422,0.334,0.397,0.624,0.321,0.0391,0.113,3.27e-06,-11.89,157.92
423,0.572,0.17,0.423,0.0158,0.0347,0.231,0.0,-5.109,165.394
424,0.0879,0.428,0.555,0.968,0.0477,0.096,0.0,-12.141,84.174
425,0.391,0.492,0.496,0.826,0.0311,0.108,0.0126,-9.844,108.868
426,0.299,0.286,0.671,0.753,0.0284,0.0975,1.71e-06,-10.582,95.008
427,0.267,0.229,0.379,0.605,0.0293,0.152,0.00322,-8.981,135.198
428,0.209,0.138,0.499,0.882,0.0305,0.088,0.00491,-16.668,82.892
429,0.336,0.47,0.649,0.27,0.0299,0.137,0.0,-12.053,71.967
430,0.257,0.348,0.746,0.772,0.0312,0.107,0.0,-9.878,132.032
431,0.268,0.225,0.393,0.697,0.0385,0.11,0.0,-6.741,110.456
432,0.673,0.419,0.629,0.294,0.0262,0.139,0.0109,-4.379,114.243
433,0.363,0.492,0.458,0.892,0.032,0.155,3.79e-06,-6.473,134.252
434,0.268,0.265,0.452,0.961,0.0311,0.119,2.85e-05,-9.405,66.805
435,0.791,0.589,0.616,0.0599,0.0293,0.318,3.97e-06,-6.246,126.764
436,0.278,0.233,0.619,0.836,0.0267,0.121,0.0,-7.072,129.948
437,0.176,0.335,0.634,0.931,0.0307,0.136,1.6e-06,-14.703,107.974
438,0.437,0.688,0.549,0.682,0.0313,0.224,1.59e-05,-8.64,153.604
439,0.339,0.343,0.292,0.923,0.032,0.111,0.879,-13.153,100.69
440,0.0273,0.395,0.504,0.931,0.0415,0.109,1.1e-05,-21.441,120.24
441,0.869,0.369,0.636,0.129,0.0284,0.272,0.0554,-5.095,124.183
442,0.913,0.334,0.486,2.45e-05,0.0616,0.225,0.289,-6.416,136.073
443,0.198,0.19,0.396,0.912,0.031,0.0972,0.0,-9.096,138.624
444,0.727,0.885,0.578,0.0304,0.0332,0.172,1.99e-05,-4.872,170.593
445,0.509,0.69,0.684,0.571,0.0334,0.402,0.0,-7.608,132.297
446,0.567,0.929,0.623,0.831,0.037,0.104,6.44e-06,-7.779,129.949
447,0.574,0.389,0.228,0.517,0.0421,0.128,0.00148,-7.959,182.379
448,0.313,0.35,0.809,0.876,0.0428,0.112,0.0,-12.182,114.955
449,0.772,0.586,0.482,0.0265,0.0318,0.269,0.0,-5.128,129.91
450,0.249,0.235,0.425,0.87,0.0355,0.124,0.00175,-12.219,123.632
451,0.044,0.115,0.298,0.983,0.035,0.101,0.124,-20.176,85.708
452,0.254,0.242,0.468,0.938,0.0303,0.107,0.000442,-11.839,135.862
453,0.191,0.221,0.507,0.99,0.0408,0.108,0.933,-16.342,132.131
454,0.249,0.213,0.515,0.793,0.044,0.102,0.0,-10.108,108.89
455,0.89,0.744,0.565,0.00537,0.0285,0.213,6.61e-05,-5.481,119.862
456,0.433,0.489,0.635,0.86,0.029,0.0877,0.43,-7.682,130.111
457,0.192,0.305,0.657,0.894,0.0365,0.157,0.0,-13.108,130.087
458,0.14,0.146,0.459,0.895,0.0367,0.138,0.00565,-15.482,128.904
459,0.31,0.295,0.391,0.614,0.0268,0.1,3.6e-06,-8.706,83.46
460,0.208,0.309,0.371,0.912,0.0462,0.105,0.0,-13.167,199.805
461,0.461,0.0844,0.453,0.165,0.0329,0.109,0.0,-9.328,106.84
462,0.363,0.301,0.627,0.279,0.0291,0.0928,0.0,-8.127,99.905
463,0.248,0.401,0.706,0.879,0.0386,0.101,0.0,-12.724,125.515
464,0.28,0.527,0.724,0.755,0.0303,0.326,0.0,-12.788,106.966
465,0.444,0.217,0.535,0.669,0.0291,0.104,0.0278,-11.212,83.99
466,0.125,0.507,0.658,0.877,0.0323,0.287,0.0,-15.901,106.686
467,0.168,0.299,0.711,0.868,0.0367,0.114,1.99e-05,-16.504,109.937
468,0.415,0.626,0.504,0.879,0.121,0.35,0.494,-19.308,114.263
469,0.175,0.198,0.309,0.913,0.0331,0.118,6.15e-05,-11.816,155.69
470,0.027,0.203,0.628,0.944,0.0485,0.0909,0.0006,-13.64,122.007
471,0.674,0.288,0.49,0.19,0.0322,0.0634,0.000143,-7.276,122.807
472,0.413,0.245,0.316,0.856,0.0334,0.143,0.00245,-12.216,155.69
473,0.271,0.0943,0.47,0.799,0.0342,0.119,0.0,-7.636,145.902
474,0.317,0.512,0.515,0.816,0.0283,0.0973,0.0,-10.286,79.91
475,0.435,0.485,0.493,0.656,0.0423,0.118,0.000327,-12.334,87.952
476,0.809,0.628,0.589,0.0479,0.0283,0.116,0.0,-5.6,87.013
477,0.321,0.243,0.313,0.746,0.0352,0.0948,0.0,-8.713,53.845
478,0.0783,0.231,0.302,0.956,0.0325,0.12,9.88e-05,-14.968,140.485
479,0.436,0.422,0.643,0.724,0.0273,0.11,0.459,-12.245,91.485
480,0.178,0.298,0.482,0.843,0.0292,0.15,2.46e-06,-11.141,110.128
481,0.353,0.321,0.539,0.571,0.0464,0.0877,0.626,-10.191,54.571
482,0.531,0.49,0.707,0.855,0.0245,0.175,0.000182,-7.21,107.994
483,0.467,0.478,0.707,0.832,0.0367,0.114,5.33e-06,-7.511,110.096
484,0.342,0.588,0.661,0.844,0.043,0.26,0.000128,-16.361,146.118
485,0.554,0.769,0.523,0.749,0.0303,0.323,3.29e-06,-7.596,152.979
486,0.348,0.34,0.572,0.44,0.0294,0.235,0.000721,-13.454,73.304
487,0.4,0.547,0.554,0.979,0.0699,0.102,0.348,-11.806,101.191
488,0.537,0.882,0.726,0.316,0.114,0.0707,0.0,-8.896,96.889
489,0.672,0.961,0.501,0.674,0.0637,0.0674,0.000162,-10.225,122.041
490,0.462,0.113,0.505,0.623,0.0271,0.113,0.0,-5.692,139.914
491,0.713,0.361,0.415,0.0555,0.0345,0.0811,0.0,-5.529,83.69
492,0.823,0.422,0.458,0.382,0.0616,0.205,0.0,-4.268,131.638
493,0.876,0.607,0.474,0.00277,0.0341,0.39,6.15e-06,-5.052,91.948
494,0.674,0.698,0.444,0.586,0.0341,0.109,0.000147,-6.675,111.377
495,0.733,0.636,0.566,0.083,0.0699,0.362,1.55e-06,-5.302,178.828
496,0.892,0.799,0.367,0.00012,0.133,0.276,0.000268,-3.91,81.928
497,0.729,0.462,0.258,0.395,0.0398,0.131,0.00442,-6.457,116.943
498,0.686,0.725,0.568,0.15,0.033,0.0881,1.81e-06,-6.635,172.075
499,0.696,0.662,0.571,0.14,0.0739,0.0973,0.0,-8.688,155.133
500,0.114,0.269,0.385,0.917,0.0314,0.128,0.0,-13.005,93.314
501,0.569,0.209,0.588,0.303,0.0295,0.101,0.0342,-7.721,101.988
502,0.289,0.118,0.276,0.968,0.0325,0.137,0.00321,-10.879,86.465
503,0.301,0.268,0.664,0.739,0.0296,0.103,0.0,-8.135,115.877
504,0.24,0.0621,0.506,0.854,0.0305,0.101,0.0749,-14.737,130.96
505,0.18,0.261,0.595,0.89,0.0298,0.113,0.0,-11.391,79.922
506,0.412,0.206,0.644,0.796,0.0307,0.0906,0.127,-9.14,118.49
507,0.178,0.422,0.607,0.737,0.0499,0.387,0.0,-15.471,127.956
508,0.342,0.552,0.63,0.817,0.0245,0.0965,0.00432,-13.377,77.515
509,0.299,0.52,0.689,0.833,0.0301,0.115,0.0,-9.431,96.825
510,0.305,0.524,0.473,0.833,0.0311,0.109,0.0,-8.48,81.153
511,0.668,0.183,0.62,0.088,0.0305,0.362,0.0,-5.719,118.013
512,0.565,0.679,0.751,0.0777,0.0513,0.0855,0.0121,-9.106,119.996
513,0.468,0.217,0.62,0.715,0.0268,0.106,3.93e-05,-9.648,110.969
514,0.398,0.371,0.478,0.0222,0.0286,0.0826,0.0183,-10.124,159.906
515,0.702,0.241,0.376,0.00373,0.0299,0.138,0.00116,-5.733,134.817
516,0.631,0.328,0.403,0.0502,0.0356,0.193,3.97e-05,-5.94,78.522
517,0.119,0.279,0.44,0.927,0.0318,0.137,1.26e-06,-12.574,145.186
518,0.357,0.253,0.407,0.775,0.0436,0.94,0.00105,-11.659,112.207
519,0.134,0.427,0.385,0.899,0.0476,0.113,0.0,-14.672,203.816
520,0.258,0.0897,0.429,0.868,0.0317,0.108,0.888,-12.408,108.796
521,0.76,0.44,0.609,0.131,0.0283,0.41,0.0,-5.16,117.135
522,0.0963,0.576,0.721,0.945,0.0502,0.133,1.03e-06,-15.973,124.868
523,0.278,0.353,0.675,0.845,0.0343,0.114,0.0,-9.569,123.962
524,0.29,0.248,0.403,0.757,0.0328,0.0972,0.0,-10.262,139.482
525,0.518,0.337,0.627,0.436,0.0286,0.128,0.0,-7.178,95.991
526,0.925,0.543,0.403,0.000435,0.0537,0.323,0.755,-3.166,169.978
527,0.209,0.431,0.449,0.896,0.0896,0.156,0.0,-14.494,93.618
528,0.867,0.795,0.589,0.041,0.0385,0.306,0.0,-4.523,94.52
529,0.261,0.491,0.789,0.803,0.0456,0.0962,0.0,-14.396,117.961
530,0.239,0.488,0.663,0.827,0.0308,0.109,0.0,-9.517,83.102
531,0.113,0.296,0.498,0.691,0.0333,0.108,0.000287,-16.097,168.383
532,0.149,0.341,0.586,0.881,0.0348,0.187,0.0,-13.369,75.121
533,0.143,0.132,0.444,0.925,0.0302,0.118,6.92e-05,-11.449,100.341
534,0.415,0.405,0.606,0.695,0.0475,0.174,0.00149,-8.317,137.775
535,0.436,0.771,0.745,0.597,0.043,0.61,0.0213,-9.617,114.216
536,0.139,0.203,0.526,0.879,0.0325,0.109,0.0,-11.316,100.852
537,0.283,0.331,0.614,0.472,0.027,0.114,0.0,-8.008,107.673
538,0.493,0.54,0.473,0.84,0.0302,0.0915,6.57e-06,-6.733,169.998
539,0.207,0.264,0.439,0.608,0.0297,0.186,0.0,-9.573,136.514
540,0.487,0.326,0.665,0.639,0.0243,0.091,6.75e-05,-9.409,94.978
541,0.26,0.151,0.534,0.834,0.0319,0.102,0.00405,-12.406,113.877
542,0.26,0.38,0.457,0.0594,0.0406,0.346,0.0,-7.952,106.756
543,0.611,0.894,0.5,0.834,0.0788,0.241,1.41e-05,-10.826,88.372
544,0.516,0.29,0.448,0.341,0.0292,0.0929,0.00497,-7.449,100.672
545,0.343,0.383,0.699,0.506,0.0296,0.56,0.0,-6.052,114.021
546,0.209,0.402,0.564,0.724,0.0317,0.107,3.99e-05,-8.922,109.024
547,0.577,0.637,0.404,0.605,0.0294,0.0712,0.249,-8.272,112.215
548,0.44,0.311,0.501,0.818,0.0352,0.104,0.0,-8.167,89.881
549,0.893,0.4,0.461,0.00323,0.121,0.654,0.0,-6.028,179.92
550,0.243,0.707,0.675,0.797,0.0413,0.214,0.0,-13.392,142.87
551,0.31,0.34,0.505,0.885,0.03,0.0996,0.00359,-10.423,82.591
552,0.599,0.0571,0.547,0.00396,0.0301,0.0847,0.409,-8.174,120.054
553,0.893,0.94,0.589,0.0273,0.0397,0.343,0.0,-2.948,92.011
554,0.123,0.343,0.503,0.868,0.0327,0.111,2.56e-05,-14.312,183.571
555,0.534,0.38,0.611,0.423,0.0744,0.145,0.0,-8.899,159.985
556,0.408,0.331,0.55,0.719,0.0318,0.11,0.0,-8.404,129.152
557,0.3,0.369,0.656,0.87,0.0349,0.0956,0.0,-9.905,120.006
558,0.566,0.362,0.524,0.0411,0.0364,0.25,0.0,-5.443,159.914
559,0.309,0.153,0.34,0.855,0.05,0.168,0.903,-12.98,176.899
560,0.291,0.38,0.598,0.466,0.0328,0.12,6.52e-05,-8.627,123.978
561,0.319,0.677,0.514,0.805,0.0941,0.211,0.0,-8.978,203.651
562,0.256,0.174,0.448,0.875,0.0483,0.113,0.0,-10.17,77.272
563,0.423,0.153,0.441,0.839,0.0282,0.122,0.000359,-7.572,88.865
564,0.169,0.467,0.636,0.887,0.035,0.124,0.0,-11.191,138.236
565,0.289,0.172,0.445,0.437,0.0329,0.0988,0.00641,-19.113,104.006
566,0.208,0.189,0.435,0.647,0.0558,0.147,0.000921,-15.75,69.027
567,0.349,0.289,0.656,0.784,0.0289,0.138,0.0,-6.841,118.026
568,0.0866,0.411,0.609,0.912,0.0412,0.113,0.0,-19.163,167.892
569,0.885,0.134,0.448,0.111,0.0562,0.0476,3.65e-06,-3.755,178.151
570,0.255,0.831,0.545,0.362,0.0311,0.0841,1.77e-05,-14.844,98.088
571,0.682,0.636,0.626,0.277,0.0397,0.0985,0.000325,-5.656,75.02
572,0.317,0.38,0.572,0.705,0.0241,0.528,0.00385,-9.108,78.009
573,0.871,0.636,0.368,0.0356,0.0661,0.149,0.0,-3.032,107.721
574,0.32,0.425,0.51,0.823,0.0392,0.124,0.000193,-10.371,92.385
575,0.334,0.143,0.55,0.517,0.0288,0.101,0.000169,-10.73,72.235
576,0.162,0.49,0.487,0.933,0.106,0.117,0.829,-11.238,82.33
577,0.349,0.192,0.309,0.828,0.0322,0.0907,2.7e-06,-8.402,180.075
578,0.468,0.303,0.38,0.243,0.0318,0.0973,0.0,-4.245,143.504
579,0.525,0.423,0.716,0.647,0.027,0.0893,0.00868,-8.733,96.993
580,0.222,0.204,0.407,0.853,0.0324,0.11,2.03e-06,-7.991,123.618
581,0.43,0.335,0.657,0.534,0.0314,0.12,0.000238,-10.202,91.967
582,0.492,0.328,0.534,0.584,0.0261,0.185,1.12e-06,-8.905,82.465
583,0.374,0.542,0.603,0.256,0.0258,0.127,0.0356,-10.875,135.946
584,0.746,0.656,0.725,0.00721,0.0338,0.0575,0.0,-8.214,102.87
585,0.755,0.575,0.448,0.028,0.0429,0.273,0.0,-5.719,156.045
586,0.879,0.839,0.595,0.0319,0.0405,0.344,0.0,-4.849,124.784
587,0.285,0.672,0.686,0.689,0.0291,0.129,0.0,-10.912,103.995
588,0.367,0.286,0.693,0.351,0.0323,0.111,2.9e-05,-11.66,129.879
589,0.402,0.136,0.71,0.873,0.0274,0.103,0.232,-9.91,106.024
590,0.552,0.685,0.691,0.497,0.0264,0.197,0.000589,-9.114,119.931
591,0.237,0.694,0.642,0.724,0.0387,0.0574,1.71e-06,-16.142,137.4
592,0.77,0.744,0.48,0.397,0.0542,0.254,0.0,-3.547,126.225
593,0.732,0.798,0.785,0.059,0.0513,0.524,3.74e-06,-6.177,137.946
594,0.304,0.567,0.668,0.811,0.0354,0.0826,0.0,-9.415,112.338
595,0.406,0.383,0.758,0.901,0.0306,0.0908,4.3e-05,-10.474,109.984
596,0.749,0.739,0.49,0.389,0.0649,0.0792,0.0,-2.244,144.87
597,0.864,0.548,0.389,0.0362,0.117,0.193,6.31e-06,-3.218,98.11
598,0.524,0.858,0.387,0.777,0.0493,0.718,5.74e-06,-9.633,95.623
599,0.974,0.578,0.408,8.77e-05,0.15,0.278,0.0,-5.501,197.008
600,0.0745,0.396,0.486,0.922,0.0599,0.104,0.0,-14.271,145.912
601,0.329,0.475,0.638,0.979,0.0422,0.338,0.0597,-13.683,94.125
602,0.382,0.519,0.522,0.389,0.031,0.133,0.0,-6.765,169.861
603,0.204,0.373,0.49,0.901,0.0315,0.0893,0.0,-10.992,167.573
604,0.116,0.21,0.674,0.862,0.0375,0.0979,0.0,-13.448,129.976
605,0.445,0.502,0.778,0.45,0.0468,0.119,1.28e-06,-8.228,130.01
606,0.195,0.183,0.259,0.264,0.0331,0.352,0.433,-13.639,146.011
607,0.095,0.357,0.408,0.948,0.0397,0.106,0.0,-18.102,137.546
608,0.26,0.243,0.663,0.865,0.0303,0.101,0.0,-9.587,107.931
609,0.818,0.307,0.625,0.0516,0.0669,0.132,1.13e-05,-6.296,123.905
610,0.0546,0.517,0.529,0.924,0.0364,0.108,0.0428,-23.684,78.451
611,0.468,0.335,0.57,0.758,0.047,0.206,0.0,-4.192,137.855
612,0.168,0.238,0.566,0.812,0.0372,0.125,0.0,-12.483,116.286
613,0.249,0.292,0.598,0.194,0.0603,0.0892,0.0,-10.847,113.829
614,0.281,0.397,0.713,0.137,0.0379,0.111,0.0258,-11.057,148.301
615,0.328,0.186,0.547,0.163,0.0321,0.0884,0.0926,-11.118,139.959
616,0.263,0.868,0.806,0.787,0.0502,0.182,0.0,-10.43,115.854
617,0.889,0.789,0.548,0.0324,0.0309,0.359,0.0,-6.106,95.289
618,0.617,0.592,0.643,0.194,0.041,0.0989,0.0,-4.95,82.029
619,0.813,0.347,0.428,0.0622,0.025,0.154,0.00388,-4.478,91.053
620,0.664,0.294,0.432,0.215,0.0302,0.15,0.0,-4.662,156.216
621,0.482,0.278,0.366,0.288,0.0278,0.117,0.00655,-7.9,169.677
622,0.424,0.494,0.325,0.341,0.0438,0.23,0.000267,-12.733,173.352
623,0.195,0.384,0.46,0.867,0.0459,0.112,1.65e-05,-12.093,176.119
624,0.812,0.394,0.613,0.259,0.0355,0.185,0.0,-3.524,119.979
625,0.33,0.109,0.492,0.266,0.0285,0.297,0.0,-8.967,132.005
626,0.454,0.381,0.57,0.881,0.0987,0.0983,0.889,-7.613,101.476
627,0.465,0.275,0.494,0.705,0.027,0.0693,0.0,-6.095,132.501
628,0.377,0.408,0.74,0.65,0.0583,0.178,0.0,-10.013,78.988
629,0.263,0.361,0.49,0.92,0.0462,0.103,0.0,-9.248,73.834
630,0.211,0.256,0.465,0.812,0.0384,0.102,0.00199,-14.143,83.257
631,0.34,0.261,0.477,0.849,0.0319,0.0992,0.000488,-11.666,173.86
632,0.191,0.155,0.411,0.916,0.0308,0.1,0.0,-10.178,74.92
633,0.304,0.307,0.592,0.564,0.0298,0.107,0.0,-9.833,114.72
634,0.292,0.153,0.439,0.744,0.0308,0.0987,6.27e-05,-10.92,82.222
635,0.83,0.937,0.659,0.588,0.0445,0.111,0.0,-4.659,127.014
636,0.716,0.374,0.373,0.082,0.0313,0.105,0.000239,-7.358,134.764
637,0.578,0.227,0.236,0.327,0.0404,0.206,0.00015,-5.477,75.367
638,0.287,0.393,0.337,0.898,0.0332,0.12,0.978,-15.051,107.031
639,0.424,0.564,0.462,0.883,0.0301,0.147,0.0,-7.038,97.675
640,0.485,0.451,0.51,0.612,0.0334,0.126,5.08e-06,-4.432,154.97
641,0.755,0.491,0.56,0.286,0.0278,0.243,0.000498,-3.923,147.138
642,0.483,0.884,0.711,0.434,0.0298,0.0284,0.012,-11.211,91.652
643,0.159,0.329,0.759,0.957,0.0453,0.103,0.000472,-13.035,115.945
644,0.396,0.192,0.38,0.202,0.0366,0.133,0.0,-6.507,103.621
645,0.599,0.94,0.598,0.326,0.0823,0.117,1.49e-05,-10.265,90.206
646,0.425,0.302,0.651,0.879,0.0309,0.156,4.54e-06,-6.002,104.819
647,0.948,0.903,0.306,0.64,0.0989,0.353,0.0,-2.877,135.76
648,0.457,0.893,0.469,0.692,0.0412,0.0531,0.0,-10.102,84.064
649,0.898,0.446,0.442,0.000158,0.0613,0.1,4.11e-06,-4.662,144.299
650,0.0833,0.205,0.592,0.946,0.0835,0.0941,0.0791,-16.517,143.243
651,0.389,0.704,0.698,0.885,0.0321,0.136,0.0,-6.246,76.897
652,0.293,0.199,0.396,0.732,0.0367,0.102,0.116,-10.739,145.556
653,0.118,0.289,0.559,0.979,0.0421,0.109,0.935,-16.34,97.1
654,0.171,0.23,0.52,0.853,0.0423,0.174,0.0,-14.5,123.565
655,0.636,0.244,0.231,0.00402,0.0339,0.0504,0.0,-7.257,202.098
656,0.0459,0.275,0.807,0.852,0.0481,0.102,6.14e-06,-19.883,110.512
657,0.299,0.31,0.619,0.846,0.0279,0.243,4.99e-05,-7.744,115.405
658,0.316,0.344,0.605,0.869,0.0319,0.14,2.87e-05,-8.924,134.054
659,0.663,0.223,0.529,0.368,0.0251,0.107,0.00225,-7.036,96.991
660,0.57,0.361,0.459,0.199,0.0293,0.137,0.0,-5.672,72.978
661,0.0686,0.33,0.515,0.936,0.0401,0.117,0.000129,-17.61,113.185
662,0.319,0.329,0.46,0.861,0.0356,0.118,0.0,-8.621,145.765
663,0.751,0.96,0.829,0.0142,0.0645,0.0414,0.014,-4.937,129.993
664,0.852,0.635,0.524,0.0159,0.0298,0.112,6.35e-06,-4.708,92.748
665,0.575,0.222,0.626,0.0694,0.0535,0.114,3.34e-06,-7.507,119.97
666,0.304,0.459,0.491,0.5,0.0291,0.0975,0.0,-9.379,149.288
667,0.514,0.27,0.586,0.56,0.0269,0.122,0.000347,-6.267,142.021
668,0.174,0.611,0.653,0.991,0.052,0.106,0.00248,-11.07,138.981
669,0.172,0.518,0.558,0.874,0.0513,0.1,0.0,-13.379,90.146
670,0.335,0.166,0.45,0.788,0.0301,0.115,1.66e-06,-6.833,125.484
671,0.349,0.303,0.254,0.85,0.0379,0.234,2.95e-05,-10.02,170.214
672,0.285,0.173,0.625,0.897,0.0524,0.108,0.91,-13.819,141.611
673,0.828,0.69,0.518,0.03,0.04,0.0456,1.33e-05,-5.725,84.835
